CUENTA	DESCRIPCION	RUBRO
642.0404            	ESCUELA DE GERENCIA                                                                                                                                   	6420404000000       
642.05              	GASTOS DE VIAJE                                                                                                                                       	6420500000000       
642.0501            	GASTOS DE VIATICOS TRANSPORTE                                                                                                                         	6420501000000       
642.0502            	GASTOS DE VIATICOS HOSPEDAJE Y ALIMENTACION                                                                                                           	6420502000000       
642.0503            	OTROS GASTOS DE VIAJE-COMBUSTIBLE                                                                                                                     	6420503000000       
642.06              	COTIZACIONES PATRONALES                                                                                                                               	6420600000000       
642.0601            	INSTITUTO HONDUREÑO DE SEGURIDAD SOCIAL                                                                                                               	6420601000000       
642.0602            	INSTITUTO DE FORMACION PROFESIONAL                                                                                                                    	6420602000000       
642.0603            	REGIMEN DE APORTACIONES PRIVADAS                                                                                                                      	6420603000000       
642.0604            	CUOTAS PATRONALES DE FONDO DE PENSIONES PRIVADAS                                                                                                      	6420604000000       
642.07              	PRIMAS DE SEGURO                                                                                                                                      	6420700000000       
642.0701            	PRIMAS DE SEGURO EMPLEADOS                                                                                                                            	6420701000000       
642.99              	OTROS GASTOS EN PERSONAL                                                                                                                              	6429900000000       
642.9901            	TRANSPORTE DE PERSONAL                                                                                                                                	6429901000000       
138.0105            	PROYECTO BCIE                                                                                                                                         	1380105000000       
138.0106            	BANHPROVI                                                                                                                                             	1380106000000       
138.010601          	INTS.POR COBRAR-BANHPROVI-CENTRO                                                                                                                      	1380106000001       
138.010602          	INTS.POR COBRAR-BANHPROVI-NORTE                                                                                                                       	1380106000001       
138.0107            	REGIMEN DE APORTACIONES PRIVADAS                                                                                                                      	1380107000000       
138.010701          	INTS.POR COBRAR-RAP-CENTRO                                                                                                                            	1380107000001       
138.010702          	INTS.POR COBRAR-RAP-NORTE                                                                                                                             	1380107000001       
138.0108            	CREDITOS REFINANCIADOS                                                                                                                                	1380108000000       
138.010801          	CREDITOS CONSUMO                                                                                                                                      	1380108010000       
138.010802          	CREDITOS COMERCIALES                                                                                                                                  	1380108020000       
138.010803          	CREDITOS VIVIENDA                                                                                                                                     	1380108030000       
138.0199            	OTRAS LINEAS DE FINANCIAMIENTO                                                                                                                        	1380199000000       
138.019901          	FIDUCIARIOS                                                                                                                                           	1380199010000       
138.019901.01       	INTS.POR COBRAR-FIDUCIARIOS-OTRA LINEA F-CENTRO                                                                                                       	1380199010001       
138.019901.02       	INTS.POR COBRAR-FIDUCIARIOS-OTRA LINEA F-NORTE                                                                                                        	1380199010001       
138.019901.03       	INTS.POR COBRAR-FIDUCIARIOS-OTRA LINEA F-SUR                                                                                                          	1380199010001       
138.019901.04       	INTS.POR COBRAR-FIDUCIARIOS-OTRA LINEA F-ORIENTE                                                                                                      	1380199010001       
138.019901.05       	INTS.POR COBRAR-FIDUCIARIOS-OTRA LINEA F-OCCIDENTE                                                                                                    	1380199010001       
138.019902          	GARANTIA ACCESORIA                                                                                                                                    	1380199020000       
138.019902.01       	INTS.POR COBRAR-PRENDARIOS-OTRA LINEA F-CENTRO                                                                                                        	1380199020001       
138.019902.02       	INTS.POR COBRAR-PRENDARIOS-OTRA LINEA F-NORTE                                                                                                         	1380199020001       
138.019902.03       	INTS.POR COBRAR-PRENDARIOS-OTRA LINEA F-SUR                                                                                                           	1380199020001       
138.019902.04       	INTS.POR COBRAR-PRENDARIOS-OTRA LINEA F-ORIENTE                                                                                                       	1380199020001       
138.019902.05       	INTS.POR COBRAR-PRENDARIOS-OTRA LINEA F-OCCIDENTE                                                                                                     	1380199020001       
138.019903          	PRENDARIOS                                                                                                                                            	1380199030000       
138.019903.01       	INTS.POR COBRAR-PRENDARIOS-OTRA LINEA F-CENTRO                                                                                                        	1380199030001       
138.019903.02       	INTS.POR COBRAR-PRENDARIOS-OTRA LINEA F-NORTE                                                                                                         	1380199030001       
138.019903.03       	INTS.POR COBRAR-PRENDARIOS-OTRA LINEA F-SUR                                                                                                           	1380199030001       
138.019903.04       	INTS.POR COBRAR-PRENDARIOS-OTRA LINEA F-ORIENTE                                                                                                       	1380199030001       
138.019903.05       	INTS.POR COBRAR-PRENDARIOS-OTRA LINEA F-OCCIDENTE                                                                                                     	1380199030001       
138.019904          	HIPOTECARIOS                                                                                                                                          	1380199040000       
138.019904.01       	INTS.POR COBRAR-HIPOTECARIOS-OTRA LINEA F-CENTRO                                                                                                      	1380199040001       
138.019904.02       	INTS.POR COBRAR-HIPOTECARIOS-OTRA LINEA F-NORTE                                                                                                       	1380199040001       
138.019904.03       	INTS.POR COBRAR-HIPOTECARIOS-OTRA LINEA F-SUR                                                                                                         	1380199040001       
138.019904.04       	INTS.POR COBRAR-HIPOTECARIOS-OTRA LINEA F-ORIENTE                                                                                                     	1380199040001       
138.019904.05       	INTS.POR COBRAR-HIPOTECARIOS-OTRA LINEA F-OCCIDENTE                                                                                                   	1380199040001       
138.02              	COMISIONES POR COBRAR                                                                                                                                 	1380200000000       
139                 	(ESTIMACIÓN POR DETERIORO ACUMULADO DE PRÉSTAMOS DESCUENTOS                                                                                           	1390000000000       
139.01              	PRESTAMOS VIGENTES                                                                                                                                    	1390100000000       
139.0101            	PRESTAMOS A LA VISTA                                                                                                                                  	1390101000000       
139.0105            	(PRESTAMOS FIDUCIARIOS)                                                                                                                               	1390105000000       
139.010501          	(PRESTAMOS FIDUCIARIOS)                                                                                                                               	1390105010000       
139.0106            	(PRESTAMOS CON GARANTIA ACCESORIA)                                                                                                                    	1390106000000       
139.0107            	(PRESTAMOS PRENDARIOS)                                                                                                                                	1390107000000       
139.011             	(PRESTAMOS HIPOTECARIOS)                                                                                                                              	1390110000000       
139.011001          	(PRESTAMOS HIPOTECARIOS PARA VIVIENDA)                                                                                                                	1390110010000       
139.011099          	(PRESTAMOS HIPOTECARIOS-OTROS)                                                                                                                        	1390110990000       
139.0117            	(PRESTAMOS REDESCONTADOS)                                                                                                                             	1390117000000       
139.011701          	(PRESTAMOS REDESCONTADOS-BANHPROVI)                                                                                                                   	1390117010000       
139.011701.01       	(BANHPROVI-FONDOS PROPIOS)                                                                                                                            	1390117010100       
139.011703          	(PRESTAMOS REDESCONTADOS-RAP)                                                                                                                         	1390117030000       
139.02              	(PRESTAMOS ATRASADOS)                                                                                                                                 	1390200000000       
139.0205            	(PRESTAMOS FIDUCIARIOS)                                                                                                                               	1390205000000       
139.020501          	(PRESTAMOS FIDUCIARIOS)                                                                                                                               	1390205010000       
139.0206            	(PRESTAMOS CON GARANTIA ACCESORIA)                                                                                                                    	1390206000000       
139.0207            	(PRESTAMOS PRENDARIOS)                                                                                                                                	1390207000000       
139.021             	(PRESTAMOS HIPOTECARIOS)                                                                                                                              	1390210000000       
139.021001          	(PRESTAMOS HIPOTECARIOS PARA VIVIENDA)                                                                                                                	1390210010000       
139.021099          	(PRESTAMOS HIPOTECARIOS OTROS)                                                                                                                        	1390210990000       
139.0217            	(PRESTAMOS REDESCONTADOS)                                                                                                                             	1390217000000       
139.021701          	(PRESTAMOS REDESCONTADOS-BANHPROVI)                                                                                                                   	1390217010000       
139.021701.01       	(BANHPROVI-FONDOS PROPIOS)                                                                                                                            	1390217010100       
139.021703          	(PRESTAMOS REDESCONTADOS-RAP)                                                                                                                         	1390217030000       
139.03              	(PRESTAMOS VENCIDOS)                                                                                                                                  	1390300000000       
139.0305            	(PRESTAMOS FIDUCIARIOS)                                                                                                                               	1390305000000       
139.030501          	(PRESTAMOS FIDUCIARIOS)                                                                                                                               	1390305010000       
139.0306            	(PRESTAMOS CON GARANTIA ACCESORIA)                                                                                                                    	1390306000000       
139.0307            	(PRESTAMOS PRENDARIOS)                                                                                                                                	1390307000000       
139.031             	(PRESTAMOS HIPOTECARIOS)                                                                                                                              	1390310000000       
139.031001          	(PRESTAMOS HIPOTECARIOS PARA VIVIENDA)                                                                                                                	1390310010000       
139.031099          	(PRESTAMOS HIPOTECARIOS-OTROS)                                                                                                                        	1390310990000       
139.0317            	(PRESTAMOS REDESCONTADOS)                                                                                                                             	1390317000000       
139.031701          	(PRESTAMOS REDESCONTADOS-BANHPROVI)                                                                                                                   	1390317010000       
139.031701.01       	(BANHPROVI-FONDOS PROPIOS)                                                                                                                            	1390317010100       
139.031703          	(PRESTAMOS REDESCONTADOS-RAP)                                                                                                                         	1390317030000       
139.04              	(PRESTAMOS REFINANCIADOS)                                                                                                                             	1390400000000       
139.0401            	(PRESTAMOS REFINANCIADOS-COMERCIALES)                                                                                                                 	1390401000000       
139.040101          	(COMERCIALES-VIGENTES)                                                                                                                                	1390401010000       
139.040102          	(COMERCIALES-ATRASADOS)                                                                                                                               	1390401020000       
139.040103          	(COMERCIALES-VENCIDOS)                                                                                                                                	1390401030000       
139.040104          	(COMERCIALES-EN EJECUCION JUDICIAL)                                                                                                                   	1390401040000       
139.0402            	(PRESTAMOS REFINANCIADOS-CONSUMO)                                                                                                                     	1390402000000       
139.040201          	(CONSUMO-VIGENTES)                                                                                                                                    	1390402010000       
139.040202          	(CONSUMO-ATRASADOS)                                                                                                                                   	1390402020000       
139.040203          	(CONSUMO-VENCIDOS)                                                                                                                                    	1390402030000       
139.040204          	(CONSUMO-EN EJECUCION JUDICIAL)                                                                                                                       	1390402040000       
139.0403            	(PRESTAMOS REFINANCIADOS-VIVIENDA)                                                                                                                    	1390403000000       
139.040301          	(VIVIENDA-VIGENTES)                                                                                                                                   	1390403010000       
139.040302          	(VIVIENDA-ATRASADOS)                                                                                                                                  	1390403020000       
139.040303          	(VIVIENDA-VENCIDOS)                                                                                                                                   	1390403030000       
139.040304          	(VIVIENDA-EN EJECUCION JUDICIAL)                                                                                                                      	1390403040000       
139.05              	(PRESTAMOS EN EJECUCION JUDICIAL)                                                                                                                     	1390500000000       
139.0501            	(COMERCIALES)                                                                                                                                         	1390501000000       
139.0502            	(CONSUMO)                                                                                                                                             	1390502000000       
139.0503            	(VIVIENDA)                                                                                                                                            	1390503000000       
139.06              	CARTERA INDIRECTA                                                                                                                                     	1390600000000       
139.0602            	(GARANTIAS BANCARIAS)                                                                                                                                 	1390602000000       
139.0606            	(PRÉTAMOS Y DESCUENTOS NEGOCIADOS)                                                                                                                    	1390606000001       
139.0699            	CARTERA INDIRECTA-OTROS                                                                                                                               	1390699000000       
14                  	CUENTAS POR COBRAR                                                                                                                                    	1400000000000       
141                 	ARRENDAMIENTOS FINANCIEROS                                                                                                                            	1410000000000       
141.010303          	CAJA CHICA                                                                                                                                            	1430103030001       
141.010303.01       	CAJA CHICA-ZONA CENTRO                                                                                                                                	1430103030001       
141.010303.02       	CAJA CHICA-ZONA CENTRO-TEMPORAL                                                                                                                       	1430103030001       
141.06              	ARRENDAMIENTOS FINANCIEROS VIGENTES                                                                                                                   	1410600000000       
141.07              	ARRENDAMIENTOS FINANCIEROS ATRASADOS                                                                                                                  	1410700000000       
141.08              	ARRENDAMIENTOS FINANCIEROS VENCIDOS                                                                                                                   	1410800000000       
141.09              	ARRENDAMIENTOS FINANCIEROS EN EJECUCIÓN JUDICIAL                                                                                                      	1410900000000       
142                 	ARRENDAMIENTOS OPERATIVOS                                                                                                                             	1420000000000       
143                 	CUENTAS Y COMISIONES POR COBRAR                                                                                                                       	1430000000000       
143.01              	CUENTAS POR COBRAR                                                                                                                                    	1430100000000       
143.0102            	DEUDORES VARIOS-SUBASTA DE DIVISAS                                                                                                                    	1430102000000       
143.010201          	DEUDORES VARIOS-SUBASTA DE DIVISAS M/N                                                                                                                	1430102010000       
143.0103            	DEUDORES VARIOS                                                                                                                                       	1430103000000       
143.010301          	SOBREGIROS                                                                                                                                            	1430103010000       
143.010301.01       	SOBREGIROS-CENTRO                                                                                                                                     	1430103010001       
143.010301.02       	SOBREGIROS-NORTE                                                                                                                                      	1430103010001       
143.010301.03       	SOBREGIROS-SUR                                                                                                                                        	1430103010001       
143.010301.04       	SOBREGIROS-ORIENTE                                                                                                                                    	1430103010001       
143.010301.05       	SOBREGIROS-OCCIDENTE                                                                                                                                  	1430103010001       
143.010302          	FALTANTES DE CAJA                                                                                                                                     	1430103020000       
143.010302.01       	FALTANTES DE CAJERO-ZONA CENTRO                                                                                                                       	1430103020001       
143.010302.02       	FALTANTES DE CAJERO-ZONA NORTE                                                                                                                        	1430103020001       
143.010302.03       	FALTANTES DE CAJERO-ZONA SUR                                                                                                                          	1430103020001       
143.010302.04       	FALTANTES DE CAJERO-ZONA ORIENTE                                                                                                                      	1430103020001       
143.010302.05       	FALTANTES DE CAJERO-ZONA OCCIDENTE                                                                                                                    	1430103020001       
143.010303          	DEUDORES VARIOS-CAJA CHICA                                                                                                                            	1430103030000       
143.010303.01       	CAJA CHICA-ZONA CENTRO                                                                                                                                	1430103030001       
143.010304          	GASTOS BIENES ADMINISTRADOS                                                                                                                           	1430103040000       
143.010304.01       	GTOS.BIENES ADMINISTRADOS-CENTRO                                                                                                                      	1430103040001       
143.010304.02       	GTOS.BIENES ADMINISTRADOS-NORTE                                                                                                                       	1430103040001       
143.010304.03       	GTOS.BIENES ADMINISTRADOS-SUR                                                                                                                         	1430103040001       
143.010304.04       	GTOS.BIENES ADMINISTRADOS-ORIENTE                                                                                                                     	1430103040001       
143.010304.05       	GTOS.BIENES ADMINISTRADOS-OCCIDENTE                                                                                                                   	1430103040001       
143.010305          	APORTACIONES POR COBRAR                                                                                                                               	1430103050000       
143.010305.01       	APORTACIONES POR COBRAR-CENTRO                                                                                                                        	1430103050001       
143.010305.02       	APORTACIONES POR COBRAR-NORTE                                                                                                                         	1430103050001       
143.010305.03       	APORTACIONES POR COBRAR-SUR                                                                                                                           	1430103050001       
143.010305.04       	APORTACIONES POR COBRAR-ORIENTE                                                                                                                       	1430103050001       
143.010305.05       	APORTACIONES POR COBRAR-OCCIDENTE                                                                                                                     	1430103050001       
143.010306          	VALORES PENDIENTES DE REEMBOLSO POR REMESAS FAMILIARES PAGAD                                                                                          	1430103060000       
143.010306.01       	VALORES PENDIENTES POR REMESAS FAMILIARES-W.U                                                                                                         	1430103060100       
143.010306.02       	VALORES PENDIENTES-POR REMESAS FAMILIARES-VIGO                                                                                                        	1430103060200       
143.010306.03       	VALORES PENDIENTES POR REMESAS FAMILIARES-UNITELLER                                                                                                   	1430103060300       
143.010306.04       	VALORES PENDIENTES POR REMESAS FAMILIARES-SIGUE                                                                                                       	1430103060400       
143.010307          	DEUDORES VARIOS-COMISION CHEQUE DEVUELTO                                                                                                              	1430103070000       
143.010307.01       	DEUDORES VARIOS-COMISION CHEQUE DEVUELTO                                                                                                              	1430103070100       
143.010311          	PRESTAMOS REESTRUCTURADOS POR CONDICIONES ESPECIALES                                                                                                  	1430103110000       
143.010311.01       	PRESTAMOS REESTRUCTURADOS POR CONDICIONES ESPECIALES                                                                                                  	1430103110100       
143.010399          	CUENTAS VARIAS                                                                                                                                        	1430103990000       
143.010399.01       	CUENTAS VARIAS-ZONA CENTRO                                                                                                                            	1430103990100       
143.010399.0101     	DEUDORES VARIOS-DEPARTAMENTOS-CONTABILIDAD                                                                                                            	1430103990101       
143.010399.0102     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-NEGOCIOS                                                                                                         	1430103990101       
143.010399.0103     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-OPERACIONES                                                                                                      	1430103990101       
143.010399.0104     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-RECURSOS HUMANOS                                                                                                 	1430103990101       
143.010399.0105     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-RIESGOS                                                                                                          	1430103990101       
143.010399.0106     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-LEGAL                                                                                                            	1430103990101       
143.010399.0107     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-SERVICIO AL CLIENTE                                                                                              	1430103990101       
143.010399.0108     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-TECNOLOGIA                                                                                                       	1430103990101       
143.010399.0109     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-MERCADEO Y PULICIDAD                                                                                             	1430103990101       
143.010399.0110     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-ADMINISTRACION                                                                                                   	1430103990101       
143.010399.0111     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-RECUPERACIONES                                                                                                   	1430103990111       
143.010399.0112     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-FIDEICOMISOS                                                                                                     	1430103990112       
143.010399.0113     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-CARTERA ADMINISTRADA                                                                                             	1430103990113       
143.010399.0114     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-AG.KENNEDY                                                                                                       	1430103990113       
143.010399.0115     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-AG.SAN ISIDRO                                                                                                    	1430103990113       
143.010399.0116     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-AG.CENTRO                                                                                                        	1430103990113       
143.010399.0117     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-AG.SANTA FE                                                                                                      	1430103990113       
143.010399.0118     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-AG.PEDREGAL                                                                                                      	1430103990113       
143.010399.0119     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-AG.COMAYAGUA                                                                                                     	1430103990113       
143.010399.0120     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-AG.SIGUATEPEQUE                                                                                                  	1430103990113       
143.010399.0121     	DEUDORES VARIOS-DEPARTAMENTOS-CENTRO-AG.MALL PREMIER                                                                                                  	1430103990199       
143.010399.0122     	CUENTAS VARIAS-PLANILLAS POR CORRESPONDER                                                                                                             	1430103990122       
143.010399.0123     	CUENTAS VARIAS-PROYECTO CORE BANCARIO                                                                                                                 	1430103990123       
143.010399.0124     	CUENTAS VARIAS-PROYECTO EDIFICIO PROPIO                                                                                                               	1430103990124       
143.010399.0199     	DEUDORES VARIOS-CASOS A INVESTIGAR M/N                                                                                                                	1430103990199       
143.010399.02       	CUENTAS VARIAS-ZONA NORTE                                                                                                                             	1430103990199       
143.010399.0201     	DEUD.VARIOS-CTAS.VARIAS-DEPARTAMENTOS-ZONA NORTE                                                                                                      	1430103990199       
143.010399.03       	CUENTAS VARIAS-ZONA SUR                                                                                                                               	1430103990199       
143.010399.0301     	DEUD.VARIOS-CTAS.VARIAS-DEPARTAMENTOS-SUR                                                                                                             	1430103990199       
143.010399.04       	CUENTAS VARIAS-ZONA ORIENTE                                                                                                                           	1430103990199       
143.010399.0401     	DEUD.VARIOS-CTAS.VARIAS-DEPARTAMENTOS-ORIENTE                                                                                                         	1430103990199       
143.010399.05       	CUENTAS VARIAS-ZONA OCCIDENTE                                                                                                                         	1430103990199       
143.010399.0501     	DEUD.VARIOS-CTAS.VARIAS-DEPARTAMENTOS-OCCIDENTE                                                                                                       	1430103990199       
143.010399.06       	CUENTAS VARIAS-VALORES POR COBRAR-CANALES ALTERNOS                                                                                                    	1430103990600       
143.010399.0601     	CTA.POR COBRAR INTEROPERATIVIDAD TIGOMONEY BILLETERA ELECTR.                                                                                          	1430103990601       
143.010399.0602     	DEPOSIT.CTAS AHORRO Y CHEQUES-TENGO                                                                                                                   	1430103990602       
143.010399.0603     	DEPOSIT.M/N CTAS.AHORROS Y CHEQUES-TRANF.ACH-RECIBIDAS                                                                                                	1430103990603       
143.010399.0604     	DEPOSIT.M/E CTAS.AHORROS-TRANF.ACH-RECIBIDAS                                                                                                          	1430103990604       
143.010399.0606     	CUENTAS POR COBRAR WESTERN UNION-PAGO DE PRESTAMOS                                                                                                    	1430103990606       
143.010399.0607     	CUENTAS POR COBRAR TENGO-POR PAGO DE PRESTAMOS                                                                                                        	1430103990607       
143.010399.0608     	CUENTAS POR COBRAR TIGO MONEY-POR PAGO DE PRESTAMOS                                                                                                   	1430103990608       
143.010399.0609     	TRANSF.ACH RECIBIDAS PARA PAGO DE PRESTAMOS                                                                                                           	1430103990609       
143.010399.0610     	CTA.POR COBRAR CCIT - REGISTRO DE GARANTIAS MOBILIARIAS                                                                                               	1430103990610       
143.010399.0611     	CUENTAS POR COBRAR PAGOS-TENGO                                                                                                                        	1430103990611       
143.010399.07       	DEUDORES VARIOS - INTERESES DE CARTERA CIRCULAR 006/2023                                                                                              	1430103990700       
143.010399.08       	DEUDORES VARIOS - INTERESES DE CARTERA NO CAPITALIZADOS                                                                                               	1430103990800       
143.010399.10       	DEUD.VARIOS-CTAS.VAR.-CTAS.P/COBRAR EMPLEADOS                                                                                                         	1430103991000       
143.010399.11       	DEUDORES VARIOS - PRIMA DE ANTIGUEDAD                                                                                                                 	1430103991100       
143.0104            	CTAS.POR COBRAR-INDEMNIZACIONES POR SEGUROS                                                                                                           	1430104000000       
143.010401          	CTAS.POR COBRAR-INDEMNIZACIONES POR SEGUROS                                                                                                           	1430104000001       
143.0199            	OTRAS CUENTAS POR COBRAR                                                                                                                              	1430199000000       
143.019901          	DEUD.VARIOS-CTAS.VARIAS-DEPOSITOS EN GARANTIA-CENTRO                                                                                                  	1430199010001       
143.019902          	DEUD.VARIOS-CTAS.VARIAS-DEPOSITOS EN GARANTIA-ZONA NORTE                                                                                              	1430199010001       
143.019903          	DEUD.VARIOS-CTAS.VARIAS-DEPOSITOS EN GARANTIA -SUR                                                                                                    	1430199010001       
143.019904          	DEUD.VARIOS-CTAS.VARIAS-DEPOSITOS EN GARANTIA -ORIENTE                                                                                                	1430199010001       
143.019905          	DEUD.VARIOS-CTAS.VARIAS-DEPOSITOS EN GARANTIA -OCCIDENTE                                                                                              	1430199010001       
143.019906          	DEUDORES VARIOS-SUBSIDIOS ENEE                                                                                                                        	1430199060000       
143.019906.01       	DEUDORES VARIOS-SUBSIDIOS ENEE-CENTRO                                                                                                                 	1430199060001       
143.019906.02       	DEUDORES VARIOS-SUBSIDIOS ENEE-NORTE                                                                                                                  	1430199060001       
143.019906.03       	DEUDORES VARIOS-SUBSIDIOS ENEE-SUR                                                                                                                    	1430199060001       
143.019906.04       	DEUDORES VARIOS-SUBSIDIOS ENEE-ORIENTE                                                                                                                	1430199060001       
143.019906.05       	DEUDORES VARIOS-SUBSIDIOS ENEE-OCCIDENTE                                                                                                              	1430199060001       
143.019907          	DEUDORES VARIOS-CHEQUES EN CONSIGNA                                                                                                                   	1430199070000       
143.019907.01       	DEUDORES VARIOS-CHEQUES EN CONSIGNA                                                                                                                   	1430199070100       
143.019908          	DEUDORES VARIOS-DEPTO LEGAL                                                                                                                           	1430199080000       
143.019908.01       	DEUDORES VARIOS-DEPTO LEGAL                                                                                                                           	1430199080001       
143.019909          	DEUDORES VARIOS-MARTERCARD                                                                                                                            	1430199090001       
